,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3-40915110766c,AirBeam3-40915110766c,AirBeam3-40915110766c,AirBeam3-40915110766c,AirBeam3-40915110766c
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-PM1,AirBeam3-F,AirBeam3-PM2.5,AirBeam3-PM10,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Particulate Matter,Temperature,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,µg/m³,F,µg/m³,µg/m³,%
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
163,1,2025-09-05T23:41:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
164,1,2025-09-05T23:42:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
165,1,2025-09-05T23:43:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
166,1,2025-09-05T23:44:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
167,1,2025-09-05T23:45:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
168,1,2025-09-05T23:46:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
169,1,2025-09-05T23:47:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
170,1,2025-09-05T23:48:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
171,1,2025-09-05T23:49:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
172,1,2025-09-05T23:50:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
173,1,2025-09-05T23:51:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
174,1,2025-09-05T23:52:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
175,1,2025-09-05T23:53:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
176,1,2025-09-05T23:54:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
177,1,2025-09-05T23:55:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
178,1,2025-09-05T23:56:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,59.0
179,1,2025-09-05T23:57:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,59.0
180,1,2025-09-05T23:58:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,59.0
181,1,2025-09-05T23:59:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,59.0
182,1,2025-09-06T00:00:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,59.0
183,1,2025-09-06T00:01:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
184,1,2025-09-06T00:02:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
185,1,2025-09-06T00:03:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
186,1,2025-09-06T00:04:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
187,1,2025-09-06T00:05:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
188,1,2025-09-06T00:06:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
189,1,2025-09-06T00:07:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
190,1,2025-09-06T00:08:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
191,1,2025-09-06T00:09:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
192,1,2025-09-06T00:10:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
193,1,2025-09-06T00:11:57.000,4.690638744,-74.082451388,0.0,66.0,0.0,0.0,58.0
194,1,2025-09-06T00:12:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
195,1,2025-09-06T00:13:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
196,1,2025-09-06T00:14:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
197,1,2025-09-06T00:15:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
198,1,2025-09-06T00:16:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
199,1,2025-09-06T00:17:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
200,1,2025-09-06T00:18:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
201,1,2025-09-06T00:19:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
202,1,2025-09-06T00:20:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
203,1,2025-09-06T00:21:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
204,1,2025-09-06T00:22:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
205,1,2025-09-06T00:23:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
206,1,2025-09-06T00:24:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
207,1,2025-09-06T00:25:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
208,1,2025-09-06T00:26:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
209,1,2025-09-06T00:27:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
210,1,2025-09-06T00:28:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
211,1,2025-09-06T00:29:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,57.0
212,1,2025-09-06T00:30:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,57.0
213,1,2025-09-06T00:31:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,57.0
214,1,2025-09-06T00:32:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,57.0
215,1,2025-09-06T00:33:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,57.0
216,1,2025-09-06T00:34:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
217,1,2025-09-06T00:35:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
218,1,2025-09-06T00:36:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
219,1,2025-09-06T00:37:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
220,1,2025-09-06T00:38:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
221,1,2025-09-06T00:39:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
222,1,2025-09-06T00:40:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
223,1,2025-09-06T00:41:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
224,1,2025-09-06T00:42:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
225,1,2025-09-06T00:43:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
226,1,2025-09-06T00:44:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
227,1,2025-09-06T00:45:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
228,1,2025-09-06T00:46:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
229,1,2025-09-06T00:47:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
230,1,2025-09-06T00:48:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
231,1,2025-09-06T00:49:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
232,1,2025-09-06T00:50:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
233,1,2025-09-06T00:51:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
234,1,2025-09-06T00:52:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
235,1,2025-09-06T00:53:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
236,1,2025-09-06T00:54:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
237,1,2025-09-06T00:55:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
238,1,2025-09-06T00:56:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
239,1,2025-09-06T00:57:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,58.0
240,1,2025-09-06T00:58:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
241,1,2025-09-06T00:59:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
242,1,2025-09-06T01:00:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
243,1,2025-09-06T01:01:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
244,1,2025-09-06T01:02:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
245,1,2025-09-06T01:03:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
246,1,2025-09-06T01:04:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
247,1,2025-09-06T01:05:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
248,1,2025-09-06T01:06:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
249,1,2025-09-06T01:07:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
250,1,2025-09-06T01:08:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
251,1,2025-09-06T01:09:57.000,4.690638744,-74.082451388,0.0,65.0,0.0,0.0,59.0
